Wavelength (nm),Spectral photon flux (1/[s m2 nm])
646.55981,426271656763257.8
646.97821,432122187159624.8
647.39655,420281921189748.7
647.81494,416101694475603.2
648.23334,432252505642079.75
648.65167,437974399519397.1
649.07001,438018173779572.1
649.48834,415624733151475.1
649.90662,429720267762521.8
650.32495,428405232535774.75
650.74323,418077965150769.7
651.1615,420609471603186.5
651.57971,425119239279142.6
651.99799,425491182295865.25
652.4162,418739774998260.25
652.83447,407627175530309.8
653.25262,413296222911028.7
653.67084,406027814885736.0
654.08905,408972933685269.75
654.5072,408217837487946.94
654.92535,410107294435756.44
655.34351,406835939885941.6
655.76166,402569790798848.06
656.17975,405457577657809.6
656.59784,401854378330041.4
657.01593,395857222181578.7
657.43402,390288384246406.56
657.85211,382408836306829.7
658.27014,383643010270625.0
658.68817,384579740004129.25
659.1062,382416594807229.6
659.52423,381165335944875.3
659.94226,379258074976669.75
660.36023,383975704124565.25
660.7782,379389137942343.7
661.19617,376592595409174.8
661.61407,369755220821752.0
662.03204,367416746065833.56
662.44995,369521112334808.25
662.86786,362195780598632.4
663.28577,374105982479209.56
663.70361,366011686350603.5
664.12152,357348464210062.44
664.53937,357230354938472.7
664.95721,366439799980362.8
665.375,363618836905431.7
665.79285,350438018032515.06
666.21063,344565402774299.8
666.62842,356057582418233.9
667.0462,348409020190240.7
667.46399,337442147270541.75
667.88171,340536001528917.06
668.29944,351427619093668.0
668.71716,349289818519270.6
669.13489,341286753920872.75
669.55255,336457551826883.4
669.97021,336235056161766.75
670.38788,334847429914593.06
670.80554,324350631678990.1
671.22321,332583994348591.06
671.64081,340643960598761.0
672.05841,329130567953530.8
672.47601,332530263893211.56
672.89355,333857750251987.5
673.31116,336675341709740.25
673.7287,331108845927074.6
674.14624,319250867093395.25
674.56378,321291299607686.75
674.98126,327299893291901.4
675.39874,321910131686945.5
675.81622,325122223346428.2
676.2337,319266340625089.56
676.65118,327341399291796.8
677.0686,313121942991997.06
677.48602,318788232467606.1
677.90344,313774416798561.9
678.32086,319829830318713.2
678.73822,319175926587456.3
679.15558,312488975909427.6
679.57294,309576568160023.2
679.9903,307912581123612.94
680.40759,308575637120386.7
680.82495,296512871800548.0
681.24225,296373837572682.94
681.65948,298760177718230.56
682.07678,306943918466936.0
682.49402,295706595032234.94
682.91125,295099287046130.06
683.32849,301543483356645.25
683.74573,295083451053651.4
684.1629,287484733179706.8
684.58008,288043010267115.56
684.99725,291983353651290.06
685.41437,284327295893027.2
685.83154,286005988308342.25
686.24866,280836958328205.53
686.66577,272903163439458.12
687.08289,282121914353444.5
687.49994,276367596493728.66
687.91699,266795229151487.34
688.33405,269218176816989.6
688.7511,262027945701017.7
689.16809,264178903990249.4
689.58508,261776576605976.03
690.00208,265869730516605.7
690.41907,261783730616316.5
690.836,256361100072219.34
691.25299,254544030467011.3
691.66992,249659592292020.97
692.08679,262462424522497.38
692.50372,247043156815360.22
692.92059,242993910277629.94
693.33746,252636422678398.7
693.75433,248328037347706.12
694.17114,233927442337369.8
694.58801,239532888510739.34
695.00482,240883292678792.9
695.42157,242706945606822.62
695.83838,238727410220684.97
696.25513,235094742071241.56
696.67188,238662289065358.25
697.08862,227014217339296.72
697.50531,231030503346989.47
697.92206,234265585951573.8
698.33875,226265158505184.66
698.75537,222183763199945.78
699.17206,221984396938396.9
699.58868,221964132873748.72
700.00531,226759610661151.9
700.42194,222310754129959.5
700.8385,221999969602039.66
701.25513,220783449551476.72
701.67169,225194067526575.53
702.0882,223587680308201.38
702.50476,218240599610362.8
702.92126,212622782185297.2
703.33777,221436297475804.6
703.75427,220828872066346.22
704.17072,215851367771355.0
704.58716,213968393068527.25
705.0036,216499995531793.84
705.42004,212117985212059.8
705.83643,210381259547618.66
706.25281,217394695238818.1
706.66919,211524448666669.75
707.08557,212375983473024.06
707.50189,199490663271614.03
707.91821,198579649738301.34
708.33453,203974384347529.97
708.75085,198741720215722.6
709.16711,197879665188159.97
709.58337,195510783011222.2
709.99963,198913333969139.06
710.41589,194873844702087.44
710.83209,186712709527091.56
711.24829,186921210965902.88
711.66449,199916375651974.97
712.08063,190051491408866.97
712.49677,178067317611521.97
712.9129,185642255712801.12
713.32904,189696538843534.12
713.74512,186942440546805.34
714.16125,182422051995815.8
714.57727,179106589908110.3
714.99335,184749615466675.28
715.40936,183037202159854.56
715.82538,171892588302352.0
716.24139,175214683014764.28
716.65741,174940620538910.66
717.07336,180061451152789.22
717.48932,169000136729160.7
717.90527,172819790922168.56
718.32117,173536200061141.03
718.73712,167340509522256.88
719.15302,162161882166878.56
719.56885,165511308885584.8
719.98474,160927663057061.75
720.40057,158294093814785.5
720.81641,160253542111151.94
721.23218,156209792597778.3
721.64801,160297978334070.72
722.06378,151926988758794.12
722.47949,149702224668487.4
722.89526,147481103956495.12
723.31097,152815397714412.94
723.72668,151048297721962.9
724.1424,148779745286553.25
724.55804,145048398628207.2
724.97369,145699785842272.2
725.38934,146527846601041.44
725.80499,148879282140750.38
726.22058,147296549811002.84
726.63617,147356118145076.75
727.05176,149370799833646.1
727.46729,142033125019111.75
727.88281,140673561432915.23
728.29834,146430114747978.3
728.71387,141125145535519.3
729.12933,137225041933150.14
729.5448,134696211900993.98
729.96027,138552505193449.34
730.37567,137882912697709.31
730.79114,128203241438326.92
731.20648,133447782756877.19
731.62189,135491269085570.16
732.03723,128170453745411.03
732.45264,131490139820332.97
732.86792,122186560743282.95
733.28326,134102538257415.83
733.69855,131511269314953.97
734.11383,124402048885384.5
734.52911,120228121893633.47
734.94434,127523110376975.58
735.35956,128169112932139.33
735.77478,120931683260340.69
736.18994,119830847627272.27
736.60516,119879402015683.03
737.02032,120757148824574.14
737.43542,116667413811585.95
737.85059,114730959438191.89
738.26569,117430471857074.66
738.68079,117730121377014.0
739.09583,112581415729647.27
739.51086,109418486774220.12
739.9259,111839556374460.48
740.34094,106762978011648.45
740.75592,110853141226071.6
741.1709,104703030407115.47
741.58588,114699952293782.11
742.00079,110216776470910.44
742.41577,110283111473449.64
742.83069,105858909707421.58
743.24554,115156049469932.56
743.6604,111051647780761.81
744.07526,102388276009746.4
744.49011,108233437874720.62
744.90497,106523459422538.19
745.31976,97845021901681.66
745.7345,108482790550357.25
746.14929,106773189302240.58
746.56403,109230225276783.62
746.97876,105886975155159.34
747.39349,102323528366401.02
747.80817,99785511061598.89
748.22284,105116851646585.97
748.63751,100961936824196.36
749.05212,103752898069410.33
749.4668,94771086595536.27
749.88135,105133045902602.86
750.29596,93376332274825.25
750.71051,97818057456213.72
751.12506,90954478597188.55
751.53961,93621014037662.61
751.9541,101662889044584.25
752.36859,90893559192523.98
752.78308,91043139004302.84
753.19751,98827146681420.56
753.612,96148893943085.23
754.02637,87620892856000.19
754.4408,92488504090621.08
754.85516,96687519446885.92
755.26953,93781073054044.36
755.6839,83423001791417.19
756.09821,87049065487770.64
756.51251,85271813674739.94
756.92682,88317622097207.86
757.34106,81011122963062.23
757.75531,79052797308645.9
758.16956,88666266757849.97
758.5838,82951569216724.55
758.99799,73666768958237.8
759.41217,76097728248985.97
759.82629,83590685459427.34
760.24048,81745660893650.39
760.65454,74267097628886.66
761.06866,81072080038897.06
761.48273,82327056722654.52
761.89679,78401797357423.31
762.31085,72830625765668.4
762.72491,69313503235112.94
763.13892,75746462845055.45
763.55286,73024856572251.94
763.96686,68003527602300.11
764.3808,72623726933771.95
764.79474,72666843658124.06
765.20862,78665652072167.22
765.62256,70511652762503.97
766.03644,71773955869891.84
766.45026,78105877298927.72
766.86407,67963808039320.836
767.27789,71437743527451.75
767.69171,71893650717009.39
768.10547,72896934842011.14
768.51923,73138346050051.31
768.93298,67760945481575.51
769.34668,66017016321686.6
769.76038,70615627672509.25
770.17407,69961302297068.664
770.58777,66038005020702.516
771.0014,72993236906272.42
771.41498,74823078580979.73
771.82861,62191616037659.625
772.24219,68694052187336.0
772.65576,64999737466965.3
773.06927,71639674447766.64
773.48285,65808797604716.9
773.8963,61439858424059.59
774.30981,58154028486190.61
774.72327,72040198817782.97
775.13672,61442380320357.26
775.55017,59348912138243.81
775.96356,56484913669519.93
776.37695,62575546940940.3
776.79028,63888505365436.35
777.20367,64315047956229.17
777.617,62118966271717.73
778.03027,67746325246940.44
778.4436,65254282199085.375
778.85687,60738409377115.78
779.27008,54991389196531.2
779.68335,65855141366407.29
780.09656,56261175004675.2
780.5097,56026816851191.71
780.92291,52732430321141.44
781.33606,61568557083199.95
781.74915,61739583838561.44
782.16229,57590801848206.59
782.57538,50766156185227.84
782.9884,59133803363100.484
783.40149,56007460260196.9
783.81451,49318954100911.61
784.22748,52848264337631.41
784.6405,55768140078000.68
785.05347,52517116500789.664
785.46643,53289711094165.81
785.87933,44393739924703.055
786.29224,52988212641912.88
786.70514,52406831200522.34
787.11798,49613358534493.91
787.53082,53210808256682.59
787.94366,54981726423554.47
788.35645,53594028253193.2
788.76923,53067380330275.305
789.18201,53178076826968.01
789.59473,56533019399037.23
790.00745,56637771230280.7
790.42017,43744156522397.32
790.83282,49844511696901.71
791.24554,52629391184770.016
791.65814,50706253272940.914
792.0708,46120596143632.02
792.4834,42303944816242.18
792.89594,48165836525710.0
793.30853,51446230299677.28
793.72107,45262911791818.305
794.13354,42432865166965.11
794.54608,55086807680424.61
794.9585,46258836579427.33
795.37097,46556239718281.18
795.78339,46614584276401.54
796.1958,46274446749216.164
796.60822,49227084770257.914
797.02057,45945190202574.13
797.43292,42523252924517.41
797.84528,48834650360728.766
798.25757,48236954125392.266
798.66986,41847369412564.58
799.08209,38709295009483.08
799.49438,44010149787081.71
799.90656,42112845072396.695
800.31879,33821089774912.543
800.73096,40132728144713.75
801.14313,44885971826468.41
801.55524,46242782125413.01
801.96741,34658543623486.04
802.37946,38084083118474.75
802.79156,40552386396324.87
803.20361,40967368742251.14
803.61566,37869012647019.94
804.02765,37730967900367.38
804.43964,45097811176450.57
804.85162,43408658830875.25
805.26355,38544495763529.87
805.67548,34682672685620.305
806.0874,35833459253988.71
806.49927,44541856851585.05
806.91113,34862989994664.055
807.32294,34810880247327.727
807.7348,40332637043215.09
808.14655,35516214101943.14
808.55835,30902656483487.867
808.97009,32136269397925.934
809.38184,40098300152400.164
809.79352,40011487383296.44
810.2052,37296289109834.22
810.61688,30850130645051.14
811.02856,44245065786140.54
811.44019,37321078822628.97
811.85175,32408914023555.81
812.26337,33540499325896.04
812.67493,35667418402442.484
813.08643,33577056639062.277
813.49792,31194537666618.086
813.90942,30529434503491.582
814.32092,41270285665552.37
814.73236,33026249698866.56
815.1438,32137237304633.996
815.55518,31215015987365.41
815.96655,32848731039723.004
816.37793,27502970116689.332
816.78925,29879754754246.324
817.20056,30703380744896.316
817.61188,35429916738388.11
818.02313,35615611309627.32
818.43439,31822677009708.156
818.84564,27406921248001.324
819.25684,31224849899300.887
819.66803,30909986626377.5
820.07916,23004640216088.734
820.4903,33436972945400.66
820.90143,35148919393726.715
821.3125,30426439342102.51
821.72357,27805354392738.19
822.13464,25136458671880.56
822.54565,39766785845343.055
822.95667,27315339628611.484
823.36768,24663194268219.207
823.77863,28243378244937.95
824.18958,41200321188149.66
824.60046,30675934468273.31
825.01135,22213033432816.664
825.42224,29127436759523.773
825.83307,36533540179487.28
826.2439,34310459339718.93
826.65472,26957786988110.305
827.06549,23500228959799.234
827.47626,30213115442489.633
827.88696,23427380781293.945
828.29767,20780544730289.42
828.70837,28049837090333.19
829.11908,28520917604224.58
829.52972,29111693084297.56
829.94031,29889885903604.484
830.35089,27387927969757.32
830.76147,32655671511435.02
831.17206,21718731457628.496
831.58258,26730939637009.543
831.9931,24527847246471.5
832.40356,33945936769215.94
832.81403,19134274408666.527
833.22449,17934786444397.574
833.63489,15664887290367.496
834.04529,27037140274341.043
834.45563,28052063580438.52
834.86597,17960818267163.79
835.27631,23523705523778.09
835.68658,31601228138193.496
836.09686,19059643658680.68
836.50714,23995426040036.723
836.91736,14637433095992.184
837.32758,30900997584243.88
837.73773,23559823133477.26
838.14789,18313850632791.305
838.55804,21079468128460.574
838.96814,19716315174583.684
839.37823,33271804411489.08
839.78833,13557844582239.375
840.19836,24547753350884.19
840.6084,23576961414028.13
841.01837,29098076081037.35
841.42834,20020903409253.957
841.83832,22272627764426.773
842.24823,32274505616472.688
842.65814,29606188121670.523
843.06799,26759978319446.72
843.47784,20209748724136.082
843.8877,33804664477961.31
844.29749,30009184774485.45
844.70728,20243535556388.766
845.11707,31626172947818.48
845.52679,20296716047034.99
845.93652,19135149690568.227
846.34619,19600240419245.574
846.75586,20650675010405.066
847.16553,29928626571319.71
847.57513,22908905169705.74
847.98474,25130928115083.773
848.39429,14426092688274.312
848.80383,9981523683785.354
849.21338,19399001602945.74
849.62286,20051528407715.832
850.03235,21159070704003.49
850.44177,24205876210627.5
850.8512,29360121496103.895
851.26062,22760119021729.68
851.66998,18358290957822.98
852.07935,22974360477467.977
852.48865,24110370935720.457
852.89801,19751509215731.863
853.30725,16307833008368.451
853.71655,24380834858651.824
854.12573,27986709239292.363
854.53497,23736715282299.418
854.94415,14984640566724.566
855.35333,24345955898691.59
855.76245,17257275051580.129
856.17157,12156579941748.094
856.58069,16618636727535.035
