Wavelength (nm),Spectral photon flux (1/[s m2 nm])
749.05212,2.524981243119496e+16
749.4668,2.5097231468664332e+16
749.88135,2.497005198958611e+16
750.29596,2.4827118934247656e+16
750.71051,2.4694428536739256e+16
751.12506,2.454269963930278e+16
751.53961,2.445917918856947e+16
751.9541,2.4345384674601196e+16
752.36859,2.415509852428845e+16
752.78308,2.406864289520027e+16
753.19751,2.3945215036355264e+16
753.612,2.3779399774552144e+16
754.02637,2.3653839338165556e+16
754.4408,2.353448822312723e+16
754.85516,2.341979859343312e+16
755.26953,2.3277637624531412e+16
755.6839,2.312524495835175e+16
756.09821,2.2997730901952056e+16
756.51251,2.2825537188696236e+16
756.92682,2.2696838156470532e+16
757.34106,2.2550877476309452e+16
757.75531,2.240292838297086e+16
758.16956,2.2259135735499916e+16
758.5838,2.210207965499089e+16
758.99799,2.194306192646264e+16
759.41217,2.1787121061849904e+16
759.82629,2.1600820126436468e+16
760.24048,2.15244487516409e+16
760.65454,2.1324457841390676e+16
761.06866,2.124544641505443e+16
761.48273,2.1129029183001804e+16
761.89679,2.0932185915864244e+16
762.31085,2.0825789771320504e+16
762.72491,2.0708942979269736e+16
763.13892,2.0603220268966268e+16
763.55286,2.050630393682881e+16
763.96686,2.0417861300939124e+16
764.3808,2.0352114630835856e+16
764.79474,2.0251268660140388e+16
765.20862,2.019284429404996e+16
765.62256,2.013529289839212e+16
766.03644,1.9990758524726e+16
766.45026,1.9855419939625692e+16
766.86407,1.97729331333153e+16
767.27789,1.965569007220783e+16
767.69171,1.960752100813495e+16
768.10547,1.9448582060391496e+16
768.51923,1.9360668289119604e+16
768.93298,1.9282308904065344e+16
769.34668,1.9195436514501492e+16
769.76038,1.9093241388646576e+16
770.17407,1.8946820827841096e+16
770.58777,1.8885567278075444e+16
771.0014,1.8726145157207724e+16
771.41498,1.858568015646849e+16
771.82861,1.8524962616484376e+16
772.24219,1.8392925976860016e+16
772.65576,1.8307469242567028e+16
773.06927,1.8198288600542656e+16
773.48285,1.8086847395674336e+16
773.8963,1.7999809625057632e+16
774.30981,1.7899131713721556e+16
774.72327,1.7790286273178588e+16
775.13672,1.7645231785218502e+16
775.55017,1.7539590243261628e+16
775.96356,1.737688236767419e+16
776.37695,1.7292679634864966e+16
776.79028,1.7199494813116886e+16
777.20367,1.7075581805309854e+16
777.617,1.7063216212814996e+16
778.03027,1.6960181205318786e+16
778.4436,1.688276122223446e+16
778.85687,1.6762971577031536e+16
779.27008,1.6610976213072522e+16
779.68335,1.6535720403696906e+16
780.09656,1.642422613778282e+16
780.5097,1.6343355815821712e+16
780.92291,1.6187571518326814e+16
781.33606,1.6131990240676606e+16
781.74915,1.604007250539126e+16
782.16229,1.5981898447567416e+16
782.57538,1.5908747558461666e+16
782.9884,1.575909403971239e+16
783.40149,1.5636417276080092e+16
783.81451,1.559183506075963e+16
784.22748,1.5509864577587786e+16
784.6405,1.5406078389896706e+16
785.05347,1.5350837544097322e+16
785.46643,1.522721000789511e+16
785.87933,1.5128552146557546e+16
786.29224,1.5075636523251608e+16
786.70514,1.5013576961308742e+16
787.11798,1.4968618981574104e+16
787.53082,1.487488133352531e+16
787.94366,1.4777983166713744e+16
788.35645,1.4708627257030112e+16
788.76923,1.4567623721473942e+16
789.18201,1.4491191495986474e+16
789.59473,1.4393227115023892e+16
790.00745,1.4366959341878066e+16
790.42017,1.427186448125928e+16
790.83282,1.4180362683572584e+16
791.24554,1.4081977901625698e+16
791.65814,1.4050796682400954e+16
792.0708,1.3918200894540384e+16
792.4834,1.389435344226581e+16
792.89594,1.380895644628762e+16
793.30853,1.3676325432211322e+16
793.72107,1.3614190787105026e+16
794.13354,1.3553504509584408e+16
794.54608,1.3485875426001066e+16
794.9585,1.3386354918274338e+16
795.37097,1.3323809594104758e+16
795.78339,1.3244820912175094e+16
796.1958,1.314501418961473e+16
796.60822,1.3118263915880318e+16
797.02057,1.3009974665493022e+16
797.43292,1.2937940529768622e+16
797.84528,1.286920461692322e+16
798.25757,1.2809154097128662e+16
798.66986,1.27133691659484e+16
799.08209,1.2621930821580518e+16
799.49438,1.2589887754627208e+16
799.90656,1.2459495224216294e+16
800.31879,1.2408512457809324e+16
800.73096,1.2297854436372398e+16
801.14313,1.2258974165235428e+16
801.55524,1.2216209704598518e+16
801.96741,1.2128736293340382e+16
802.37946,1.2035062126290106e+16
802.79156,1.1992523435329824e+16
803.20361,1.1957183286066648e+16
803.61566,1.182558831503395e+16
804.02765,1.1751816099699794e+16
804.43964,1.1703236542829618e+16
804.85162,1.1628129948911254e+16
805.26355,1.1595208386073832e+16
805.67548,1.1453543156750658e+16
806.0874,1.1431087646201208e+16
806.49927,1.132078121604122e+16
806.91113,1.1286731939463476e+16
807.32294,1.1193312937259296e+16
807.7348,1.1150859782601968e+16
808.14655,1.1069172034437456e+16
808.55835,1.1007916132747844e+16
808.97009,1.093762271697517e+16
809.38184,1.0848221677215978e+16
809.79352,1.0816680809716312e+16
810.2052,1.0767919438485946e+16
810.61688,1.0682459422794164e+16
811.02856,1.0650701488975808e+16
811.44019,1.062206296046486e+16
811.85175,1.0580738787880886e+16
812.26337,1.0502820358142892e+16
812.67493,1.0461704275515584e+16
813.08643,1.0391433405318956e+16
813.49792,1.029012213408928e+16
813.90942,1.0254473073496382e+16
814.32092,1.0167585531365714e+16
814.73236,1.009119668846248e+16
815.1438,1.0044979315010982e+16
815.55518,1.0013807071208202e+16
815.96655,9923691643623716.0
816.37793,9849670248675330.0
816.78925,9781668329056986.0
817.20056,9732066436748990.0
817.61188,9654161278249566.0
818.02313,9625459956960598.0
818.43439,9543005647422028.0
818.84564,9486677398985258.0
819.25684,9465786526441366.0
819.66803,9400078878473678.0
820.07916,9393101328765244.0
820.4903,9349238382570754.0
820.90143,9286698300385422.0
821.3125,9270666466177376.0
821.72357,9176230372176816.0
822.13464,9126700100485912.0
822.54565,9050625889616040.0
822.95667,8968200243008524.0
823.36768,8912827157661375.0
823.77863,8861554975304011.0
824.18958,8838680669010695.0
824.60046,8784038184003088.0
825.01135,8740318462465961.0
825.42224,8667380506009642.0
825.83307,8666813072773964.0
826.2439,8597616093484914.0
826.65472,8549027842408874.0
827.06549,8465481126775245.0
827.47626,8437489536506428.0
827.88696,8398237900282016.0
828.29767,8349383097114172.0
828.70837,8294336827611525.0
829.11908,8226798427478853.0
829.52972,8180305337645944.0
829.94031,8146484374740893.0
830.35089,8081539300126238.0
830.76147,8080338758198301.0
831.17206,7992412136364533.0
831.58258,8007825774115573.0
831.9931,7949956070982589.0
832.40356,7873172507790939.0
832.81403,7803594913001166.0
833.22449,7751922444081212.0
833.63489,7665050791991914.0
834.04529,7651428517880843.0
834.45563,7633369594406073.0
834.86597,7581854591907099.0
835.27631,7527338149656107.0
835.68658,7487009296908544.0
836.09686,7437984503792182.0
836.50714,7387103995785700.0
836.91736,7369448560431064.0
837.32758,7292135683289897.0
837.73773,7272633346699275.0
838.14789,7203615165342050.0
838.55804,7168106596556238.0
838.96814,7149890975225623.0
839.37823,7120334183474882.0
839.78833,7131763091117096.0
840.19836,7036094705305496.0
840.6084,7003287097584828.0
841.01837,6968904633977978.0
841.42834,6930032112705705.0
841.83832,6879521658259547.0
842.24823,6811964453241425.0
842.65814,6808143461581266.0
843.06799,6760784554457532.0
843.47784,6707067540558416.0
843.8877,6668012967598272.0
844.29749,6638392814167909.0
844.70728,6584576046209551.0
845.11707,6551185067681353.0
845.52679,6513172994991300.0
845.93652,6517380033974894.0
846.34619,6457932311231341.0
846.75586,6378021714243047.0
847.16553,6378799543476799.0
847.57513,6340017729190236.0
847.98474,6279677922923624.0
848.39429,6231809748740171.0
848.80383,6201765824966670.0
849.21338,6155452431703936.0
849.62286,6137262762861620.0
850.03235,6084731594909203.0
850.44177,6078148522056909.0
850.8512,6017852131591486.0
851.26062,5998309811131413.0
851.66998,5935847409696097.0
852.07935,5903967122236732.0
852.48865,5864603067678306.0
852.89801,5876518845491395.0
853.30725,5815480187394080.0
853.71655,5777632711888722.0
854.12573,5757930121959971.0
854.53497,5707291651480272.0
854.94415,5661502282623074.0
855.35333,5627329636672112.0
855.76245,5619400188670780.0
856.17157,5546732256828573.0
856.58069,5508897437822130.0
856.98975,5495577672680340.0
857.39874,5464623684478293.0
857.8078,5426044350225938.0
858.2168,5380804517460309.0
858.62573,5365253413821257.0
859.03467,5319592137120840.0
859.4436,5264092149685484.0
859.85248,5248373535413052.0
860.26135,5228032423969840.0
860.67023,5225555948215918.0
861.07904,5166975151727126.0
861.48785,5119697474048729.0
861.89661,5115340678236701.0
862.30536,5069947181450988.0
862.71405,5071326060463312.0
863.12274,5012461412095593.0
863.53143,4986532892040329.0
863.94006,4976250866988429.0
864.34869,4924391564200920.0
864.75732,4898975692317720.0
865.16589,4875557660053215.0
865.5744,4834444934967054.0
865.98297,4817171294145612.0
866.39148,4768020011811814.0
866.79993,4726481188695082.0
867.20837,4735558899932891.0
867.61682,4711028276413114.0
868.02521,4698045418048250.0
868.43359,4652494872412454.0
868.84192,4655355461268112.0
869.25024,4606367380292608.0
869.65857,4568750195894323.0
870.06683,4546578330682599.0
870.4751,4514090849131795.0
870.8833,4464419982303682.5
871.2915,4453015043413659.5
871.69965,4418614235725109.0
872.10779,4405810623707798.5
872.51593,4366625799394470.5
872.92401,4338316128572809.5
873.33209,4334656234649872.0
873.74017,4312310159226089.5
