Wavelength (nm),Spectral photon flux (1/[s m2 nm])
715.40936,3.685550023959288e+16
715.82538,3.668307092738993e+16
716.24139,3.647124864113667e+16
716.65741,3.629327848530188e+16
717.07336,3.612885451815962e+16
717.48932,3.5949766373209004e+16
717.90527,3.5754997998074212e+16
718.32117,3.5508158657035696e+16
718.73712,3.5331408339467984e+16
719.15302,3.5150945632425836e+16
719.56885,3.5048458384868252e+16
719.98474,3.4917734387277416e+16
720.40057,3.476270691596607e+16
720.81641,3.461833909586885e+16
721.23218,3.4368345575689424e+16
721.64801,3.4191345355656264e+16
722.06378,3.3985951851510492e+16
722.47949,3.381721833038068e+16
722.89526,3.3657815725901864e+16
723.31097,3.361979299670989e+16
723.72668,3.3491163525792784e+16
724.1424,3.3294407960346508e+16
724.55804,3.316358181894025e+16
724.97369,3.302967521112841e+16
725.38934,3.281902686908625e+16
725.80499,3.2593452394634724e+16
726.22058,3.250068818636729e+16
726.63617,3.223092449610737e+16
727.05176,3.218212098367105e+16
727.46729,3.198747256310029e+16
727.88281,3.1773240438414956e+16
728.29834,3.162884576496084e+16
728.71387,3.1478599810361948e+16
729.12933,3.1290863079323612e+16
729.5448,3.1131016964034484e+16
729.96027,3.090742779660116e+16
730.37567,3.0772694179818228e+16
730.79114,3.053524787715095e+16
731.20648,3.0347184656114176e+16
731.62189,3.008813827860125e+16
732.03723,2.9898655012261884e+16
732.45264,2.969438902906723e+16
732.86792,2.9549261030897196e+16
733.28326,2.9400831635939996e+16
733.69855,2.912738814366723e+16
734.11383,2.8933206468523836e+16
734.52911,2.8660429136785748e+16
734.94434,2.8471008561198252e+16
735.35956,2.824181126488462e+16
735.77478,2.8019360701079404e+16
736.18994,2.775366543654462e+16
736.60516,2.75556256568313e+16
737.02032,2.723858950970673e+16
737.43542,2.711877695661352e+16
737.85059,2.6873358948775024e+16
738.26569,2.6593305823474156e+16
738.68079,2.6410771163640508e+16
739.09583,2.6280324855012268e+16
739.51086,2.6141450744805572e+16
739.9259,2.6034882567902744e+16
740.34094,2.594744989855273e+16
740.75592,2.583132361396751e+16
741.1709,2.577470450243493e+16
741.58588,2.56922690015236e+16
742.00079,2.5606529379733776e+16
742.41577,2.5453260994937092e+16
742.83069,2.5445197017408972e+16
743.24554,2.542822199132836e+16
743.6604,2.5290103626443924e+16
744.07526,2.5143643543093156e+16
744.49011,2.507417728191197e+16
744.90497,2.4951053802891572e+16
745.31976,2.4873941947520428e+16
745.7345,2.469444621793081e+16
746.14929,2.4561779377178456e+16
746.56403,2.4492237255173868e+16
746.97876,2.441685065899203e+16
747.39349,2.42096285183941e+16
747.80817,2.4039943268663596e+16
748.22284,2.391877540568875e+16
748.63751,2.3734374559898852e+16
749.05212,2.3615778693442016e+16
749.4668,2.3402497943399624e+16
749.88135,2.328041375186571e+16
750.29596,2.314079252433561e+16
750.71051,2.2995250600377076e+16
751.12506,2.287059633191646e+16
751.53961,2.2728389161446816e+16
751.9541,2.25665238872857e+16
752.36859,2.2441818012317804e+16
752.78308,2.230538865353305e+16
753.19751,2.2217005438991572e+16
753.612,2.207512295351207e+16
754.02637,2.1901059411240364e+16
754.4408,2.1791765580405984e+16
754.85516,2.1625815519841028e+16
755.26953,2.1482650923292212e+16
755.6839,2.1324693439716028e+16
756.09821,2.119912213822848e+16
756.51251,2.105550842866608e+16
756.92682,2.0896241347280696e+16
757.34106,2.0736350143174396e+16
757.75531,2.059124078045227e+16
758.16956,2.040025416082348e+16
758.5838,2.0300627745567388e+16
758.99799,2.0129688547537012e+16
759.41217,1.9922726719749744e+16
759.82629,1.980386409368111e+16
760.24048,1.9698998702713244e+16
