Wavelength (nm),Spectral photon flux (1/[s m2 nm])
725.38934,1.1348494152808468e+16
725.80499,1.126898044772517e+16
726.22058,1.1186578973250718e+16
726.63617,1.1165804262868088e+16
727.05176,1.1089224717626356e+16
727.46729,1.1003240858815846e+16
727.88281,1.0942115512765132e+16
728.29834,1.0881038272848562e+16
728.71387,1.08278785666854e+16
729.12933,1.076283780551816e+16
729.5448,1.06705971337226e+16
729.96027,1.060562390203974e+16
730.37567,1.0572193150345974e+16
730.79114,1.0467091690275374e+16
731.20648,1.0392977834805406e+16
731.62189,1.0277451658698354e+16
732.03723,1.0219115087021118e+16
732.45264,1.017213212840683e+16
732.86792,1.0056861689017396e+16
733.28326,1.0012830232900254e+16
733.69855,9904237263751254.0
734.11383,9828955739573834.0
734.52911,9731682630005098.0
734.94434,9673053793293596.0
735.35956,9613278222174636.0
735.77478,9502749958649292.0
736.18994,9417946425357466.0
736.60516,9351596285291322.0
737.02032,9234010365159398.0
737.43542,9159154899893376.0
737.85059,9053746308326676.0
738.26569,8975584898126927.0
738.68079,8929273936471647.0
739.09583,8876562470452678.0
739.51086,8794880531527856.0
739.9259,8729795185843951.0
740.34094,8706413920461561.0
740.75592,8660408879049038.0
741.1709,8645462268765213.0
741.58588,8590240177131298.0
742.00079,8570222675049769.0
742.41577,8554503906426863.0
742.83069,8484846974454835.0
743.24554,8468966316289496.0
743.6604,8435261645079388.0
744.07526,8364392888771141.0
744.49011,8329235846911406.0
744.90497,8261929027287076.0
745.31976,8255431604948785.0
745.7345,8203004115160375.0
746.14929,8180722658353906.0
746.56403,8102333420166218.0
746.97876,8079808806591121.0
747.39349,8005307857692069.0
747.80817,7934787220266856.0
748.22284,7898492110334825.0
748.63751,7827669881204983.0
749.05212,7785753189205200.0
749.4668,7732247785970150.0
749.88135,7686095804272886.0
750.29596,7619544535748096.0
750.71051,7583140245254003.0
751.12506,7511727668286941.0
751.53961,7491599095131579.0
751.9541,7416475595477731.0
752.36859,7358413340921801.0
752.78308,7319291087878286.0
753.19751,7266326220206741.0
753.612,7222801363305697.0
754.02637,7157757978802760.0
754.4408,7111103384728464.0
754.85516,7066175623356707.0
755.26953,7049331822072739.0
755.6839,6958377592249431.0
756.09821,6915416053086428.0
756.51251,6856717485464912.0
756.92682,6807208455240371.0
757.34106,6741404553520932.0
757.75531,6706312305016795.0
758.16956,6667410551744349.0
758.5838,6595320684539443.0
758.99799,6518655298859164.0
759.41217,6467880070957282.0
759.82629,6413696398187987.0
760.24048,6371227571662714.0
760.65454,6310937933019925.0
761.06866,6294368176643341.0
761.48273,6244686753386981.0
761.89679,6190460055533108.0
762.31085,6146467101345691.0
762.72491,6068120804693630.0
763.13892,6060324944641716.0
763.55286,5985910120706484.0
763.96686,5990154957784703.0
764.3808,5943883756530116.0
764.79474,5923718256026724.0
765.20862,5891868152058370.0
765.62256,5853139300761301.0
766.03644,5812406564240397.0
766.45026,5771326521261285.0
766.86407,5739172821527824.0
767.27789,5687033562051364.0
767.69171,5648620340421821.0
768.10547,5633997224259084.0
768.51923,5581724027464564.0
768.93298,5556767807879802.0
769.34668,5528863303255558.0
769.76038,5480935206336142.0
770.17407,5453700208355653.0
770.58777,5398870442387349.0
771.0014,5330428800822369.0
771.41498,5314922332895403.0
771.82861,5279018213274588.0
772.24219,5234025491751059.0
772.65576,5193990537859307.0
773.06927,5158868518188476.0
773.48285,5116196122527925.0
773.8963,5068976401184174.0
774.30981,5032333106508575.0
774.72327,5002931156783349.0
775.13672,4957317295806202.0
775.55017,4918895862458846.0
775.96356,4871413119500734.0
776.37695,4844131900248059.0
776.79028,4802781982630042.0
777.20367,4784938084633066.0
777.617,4739651720001891.0
778.03027,4720487609319208.0
778.4436,4682886896173817.0
778.85687,4654144419371683.0
779.27008,4600754621815248.0
779.68335,4564100492269519.0
780.09656,4543442314956140.0
780.5097,4499004676278247.0
780.92291,4457913591801636.0
781.33606,4419439870963808.5
781.74915,4397401858901539.0
782.16229,4380379579501512.5
782.57538,4337027454809059.0
782.9884,4304114560943925.5
783.40149,4279241280295528.5
783.81451,4246277918415710.0
784.22748,4200854129573267.5
784.6405,4182610505850051.0
785.05347,4145476566902258.0
785.46643,4124363688878218.0
785.87933,4094719509383808.0
