637.48279,3818
637.90106,3700
638.31934,3738
638.73761,3760
639.15588,3615
639.57416,3465
639.99237,3655
640.41064,3672
640.82886,3624
641.24707,3710
641.66534,3644
642.08356,3715
642.50177,3560
642.91998,3748
643.3382,3597
643.75635,3659
644.17456,3788
644.59277,3419
645.01093,3518
645.42914,3651
645.84729,3635
646.26544,3565
646.68359,3744
647.10175,3601
647.5199,3588
647.93805,3592
648.3562,3559
648.77429,3790
649.19244,3662
649.61053,3651
650.02863,3590
650.44678,3590
650.86487,3813
651.28296,3748
651.70105,3639
652.11914,3421
652.53717,3702
652.95526,3592
653.37329,3843
653.79138,3644
654.20941,3720
654.62744,3667
655.04547,3659
655.4635,3758
655.88153,3716
656.29956,3612
656.71759,3674
657.13556,3587
657.55359,3626
657.97156,3845
658.38953,3716
658.8075,3828
659.22546,3755
659.64343,3749
660.0614,3566
660.47937,3836
660.89728,3762
661.31525,3704
661.73315,3695
662.15106,3842
662.56903,3686
662.98694,3927
663.40485,3783
663.82269,3965
664.2406,3810
664.65851,4079
665.07635,3731
665.4942,4232
665.91211,4136
666.32996,4315
666.7478,4041
667.16565,4173
667.58344,4294
668.00128,4318
668.41913,4226
668.83691,4544
669.2547,4391
669.67255,4641
670.09033,4625
670.50812,4525
670.92584,4667
671.34363,4838
671.76141,4532
672.17914,4771
672.59692,4881
673.01465,4778
673.43237,5011
673.8501,5265
674.26782,5160
674.68555,5244
675.10321,5292
675.52094,5460
675.9386,5458
676.35626,5756
676.77399,5519
677.19165,5769
677.60925,5875
678.02692,6025
678.44458,5882
678.86218,5935
679.27985,5941
679.69745,6179
680.11505,6217
680.53265,6283
680.95026,6336
681.36786,6377
681.7854,6447
682.203,6383
682.62054,6636
683.03809,6540
683.45563,6845
683.87317,6905
684.29071,6834
684.70825,7125
685.12579,7112
685.54327,7307
685.96075,7393
686.37823,7369
686.79578,7332
687.2132,7484
687.63068,7385
688.04816,7678
688.46558,7754
688.88306,7889
689.30048,7945
689.7179,8278
690.13531,8276
690.55273,8116
690.97015,8420
691.38751,8650
691.80487,8804
692.22229,8848
692.63965,9143
693.05701,9360
693.47437,9760
693.89166,10304
694.30902,11134
694.72632,13238
695.14368,16531
695.56097,24240
695.97827,38708
696.39557,65323
696.81287,108275
697.2301,172063
697.6474,258524
698.06464,366225
698.48187,491269
698.89911,624887
699.31635,754676
699.73358,876574
700.15076,980060
700.56799,1.06058e+06
700.98517,1.12028e+06
701.40234,1.15501e+06
701.81952,1.17401e+06
702.23669,1.18115e+06
702.65387,1.18431e+06
703.07098,1.18381e+06
703.4881,1.18479e+06
703.90527,1.18797e+06
704.32239,1.18906e+06
704.7395,1.19297e+06
705.15662,1.19738e+06
705.57367,1.201e+06
705.99078,1.20297e+06
706.40784,1.20534e+06
706.82489,1.20877e+06
707.24194,1.20881e+06
707.659,1.21128e+06
708.07605,1.21241e+06
708.4931,1.21542e+06
708.9101,1.2142e+06
709.32709,1.21517e+06
709.74408,1.21579e+06
710.16107,1.216e+06
710.57806,1.21442e+06
710.99506,1.21271e+06
711.41199,1.20963e+06
711.82898,1.20647e+06
712.24591,1.20385e+06
712.66284,1.19925e+06
713.07977,1.19369e+06
