495.72971,627
496.15106,558
496.57242,544
496.9938,574
497.41516,498
497.83652,500
498.25784,516
498.6792,565
499.10052,530
499.52188,598
499.94321,545
500.36453,518
500.78586,668
501.20718,570
501.62848,591
502.0498,642
502.4711,607
502.8924,535
503.31369,491
503.73499,579
504.15628,620
504.57758,497
504.99884,466
505.4201,646
505.8414,700
506.26266,662
506.68393,488
507.10516,765
507.52643,674
507.94766,646
508.3689,590
508.79013,707
509.21136,709
509.6326,653
510.05383,552
510.47504,673
510.89627,693
511.31747,729
511.73868,578
512.15985,780
512.58105,729
513.00226,668
513.4234,640
513.8446,704
514.26581,777
514.68695,761
515.10809,663
515.52924,734
515.95044,821
516.37158,736
516.79272,768
517.21387,793
517.63495,818
518.05609,695
518.47723,702
518.89832,823
519.31946,805
519.74054,798
520.16162,824
520.58276,797
521.00385,934
521.42493,852
521.84601,855
522.26709,877
522.68811,943
523.10919,843
523.53027,892
523.95129,1033
524.37231,1040
524.7934,980
525.21442,904
525.63544,943
526.05646,1089
526.47748,877
526.8985,965
527.31946,1091
527.74048,1103
528.1615,1045
528.58246,927
529.00342,1118
529.42444,1251
529.8454,1088
530.26636,1063
530.68732,1148
531.10828,1261
531.52917,1265
531.95013,1083
532.37109,1186
532.79199,1329
533.21289,1253
533.63385,1178
534.05475,1337
534.47565,1373
534.89655,1368
535.31744,1409
535.73834,1525
536.15918,1568
536.58008,1576
537.00092,1488
537.42175,1526
537.84265,1545
538.26349,1642
538.68433,1571
539.10516,1670
539.526,1822
539.94678,1814
540.36761,1735
540.78839,1950
541.20923,1947
541.63,1918
542.05078,1919
542.47156,2062
542.89233,2114
543.31311,2053
543.73389,2089
544.1546,2314
544.57538,2321
544.99609,2371
545.41687,2305
545.83759,2459
546.2583,2594
546.67902,2628
547.09973,2541
547.52039,2655
547.9411,2823
548.36176,2856
548.78247,2878
549.20313,3027
549.62378,3148
550.04443,3234
550.46509,3114
550.88574,3410
551.3064,3431
551.72699,3525
552.14764,3566
552.56824,3662
552.98883,3891
553.40942,3917
553.83002,3909
554.25061,4059
554.6712,4315
555.09174,4241
555.51233,4385
555.93286,4516
556.35339,4768
556.77399,4780
557.19452,4826
557.61505,5089
558.03552,5276
558.45605,5257
558.87653,5420
559.29706,5687
559.71753,5858
560.138,5918
560.55847,6107
560.97894,6462
561.39941,6611
561.81989,6671
562.2403,6751
562.66071,7073
563.08118,7486
563.50159,7458
563.922,7542
564.34241,7972
564.76276,8311
565.18317,8347
565.60358,8512
566.02393,8733
566.44427,9084
566.86462,9306
567.28497,9473
567.70532,9843
568.12567,10048
568.54596,10361
568.96631,10532
569.3866,10942
569.80688,11321
570.22717,11519
570.64746,11751
571.06775,12266
571.48798,12537
571.90826,12611
572.32849,13184
572.74872,13425
573.16901,13989
573.58923,13956
574.0094,14411
574.42963,14799
574.84985,15202
575.27002,15538
575.69019,15811
576.11035,16283
576.53052,16651
576.95068,17002
577.37085,17331
577.79095,18017
578.21112,18282
578.63123,18808
579.05133,19033
579.47144,19800
579.89154,20172
580.31165,20481
580.73169,21106
581.15179,21688
581.57184,22327
581.99188,22734
582.41193,23278
582.83197,23632
583.25195,24413
583.672,24859
584.09198,25498
584.51202,26180
584.93201,26952
585.35199,27210
585.77197,28037
586.19189,28663
586.61188,29494
587.0318,30240
587.45172,30698
587.87164,31666
588.29156,32187
588.71149,33086
589.13141,33630
589.55127,34516
589.97113,35168
590.39099,36016
590.81085,36754
591.23071,37607
591.65057,38152
592.07037,39160
592.49023,39939
592.91003,40596
593.32983,41383
593.74963,42138
594.16943,43077
594.58917,43759
595.00897,44654
595.42871,45657
595.84845,46528
596.26819,47345
596.68793,48051
597.10767,48968
597.52734,49819
597.94708,51156
598.36676,51984
598.78644,52830
599.20612,53807
599.62573,54413
600.04541,55968
600.46503,56704
600.88464,57546
601.30426,58552
601.72388,59432
602.14349,60372
602.56311,61774
602.98267,62723
603.40222,64148
603.82178,65188
604.24133,66516
604.66089,67647
605.08038,69169
605.49994,70056
605.91943,71254
606.33893,72993
606.75842,74339
607.17792,75269
607.59735,76291
608.01685,77546
608.43628,79074
608.85571,80223
609.27515,81466
609.69458,83391
610.11395,84426
610.53339,85461
610.95276,87010
611.37213,88385
611.7915,90163
612.21082,91388
612.63019,92600
613.0495,93996
613.46881,95553
613.88812,96957
614.30743,98354
614.72675,99925
615.146,100894
615.56531,102981
615.98456,103949
616.40381,105421
616.823,107317
617.24225,108765
617.66144,109948
618.08069,111557
618.49988,112435
618.91907,114430
619.3382,115539
619.75739,117167
620.17651,118369
620.59564,120317
621.01477,121432
621.4339,123399
621.85303,124325
622.27209,125592
622.69116,126877
623.11023,128530
623.5293,129594
623.94836,131423
624.36743,133787
624.78644,134325
625.20544,136188
625.62445,137418
626.04346,139195
626.4624,140832
626.88141,141903
627.30035,143681
627.7193,144752
628.13824,146088
628.55719,148043
628.97607,149599
629.39496,150587
629.81384,150965
630.23273,152879
630.65161,154616
631.0705,155803
631.48932,157607
631.90814,158568
632.32697,159523
632.74579,160651
633.16455,162080
633.58337,164386
634.00214,164898
634.4209,166360
634.83966,167389
635.25836,169142
635.67712,170679
636.09583,171590
636.51453,173397
636.93323,173989
637.35193,175804
637.77057,176906
638.18921,177862
638.60785,179852
639.02649,180401
639.44513,181841
639.86371,182512
640.28235,184143
640.70093,185143
641.11951,186648
641.53802,187922
641.9566,188381
642.37512,189715
642.79364,189820
643.21216,191189
643.63068,192541
644.04913,194013
644.46759,194755
644.88605,195670
645.3045,196928
645.72296,198011
646.14136,198235
646.55981,200032
646.97821,201400
647.39655,201393
647.81494,202699
648.23334,203494
648.65167,204278
649.07001,204975
649.48834,205397
649.90662,206255
650.32495,206626
650.74323,206660
651.1615,207382
651.57971,208281
651.99799,208086
652.4162,209166
652.83447,208289
653.25262,208079
653.67084,209084
654.08905,208671
654.5072,208941
654.92535,208932
655.34351,208875
